# TBLASTN 2.5.0+
# Query: EOG093707RF
# Database: /home/531734/mike/karyon_longread/VW4_HiFiasm_15_purge/busco_stats/tmp/assemblies_VW4_HiFiasm-asm-15-p_ctg_2192698867
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 18 hits found
EOG093707RF	ptg000023l	44.681	94	43	1	132	216	2247499	2247218	4.15e-18	90.9
EOG093707RF	ptg000023l	44.681	94	43	1	132	216	2246142	2246423	4.15e-18	90.9
EOG093707RF	ptg000023l	46.154	52	28	0	156	207	471138	471293	8.39e-08	57.8
EOG093707RF	ptg000023l	35.897	78	36	1	452	515	474818	475051	8.37e-06	51.2
EOG093707RF	ptg000008l	44.681	94	43	1	132	216	1187538	1187257	4.15e-18	90.9
EOG093707RF	ptg000008l	55.556	63	11	1	441	486	1185415	1185227	1.03e-11	70.5
EOG093707RF	ptg000008l	54.902	51	21	1	491	539	1184813	1184661	2.64e-11	69.3
EOG093707RF	ptg000008l	34.839	155	54	6	293	400	1186298	1185834	1.50e-09	63.5
EOG093707RF	ptg000025l	37.209	86	42	2	390	463	108357	108100	1.38e-11	46.6
EOG093707RF	ptg000025l	30.588	85	39	3	462	526	108064	107810	1.38e-11	43.1
EOG093707RF	ptg000025l	60.000	15	4	1	527	539	107763	107719	1.38e-11	20.0
EOG093707RF	ptg000005l	46.154	52	28	0	156	207	2787388	2787543	8.39e-08	57.8
EOG093707RF	ptg000005l	35.897	78	36	1	452	515	2791061	2791294	8.02e-06	51.6
EOG093707RF	ptg000062l	44.231	52	29	0	156	207	1483316	1483161	1.35e-07	57.4
EOG093707RF	ptg000062l	35.897	78	36	1	452	515	1479488	1479255	1.76e-05	50.4
EOG093707RF	ptg000062l	41.270	63	18	1	73	116	1484043	1483855	7.47e-04	45.1
EOG093707RF	ptg000027l	28.261	184	85	5	390	526	6582590	6583141	1.16e-06	53.5
EOG093707RF	ptg000027l	60.000	15	4	1	527	539	6583189	6583233	1.16e-06	20.0
# TBLASTN 2.5.0+
# Query: EOG093707VN
# Database: /home/531734/mike/karyon_longread/VW4_HiFiasm_15_purge/busco_stats/tmp/assemblies_VW4_HiFiasm-asm-15-p_ctg_2192698867
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 8 hits found
EOG093707VN	ptg000030l	75.862	58	14	0	459	516	2165416	2165589	1.58e-57	98.2
EOG093707VN	ptg000030l	58.824	85	25	3	384	458	2165118	2165372	1.58e-57	95.5
EOG093707VN	ptg000030l	44.578	83	40	1	312	388	2164820	2165068	1.58e-57	72.4
EOG093707VN	ptg000030l	44.928	69	18	1	283	331	2164566	2164772	3.58e-14	60.8
EOG093707VN	ptg000030l	59.259	27	11	0	258	284	2164450	2164530	3.58e-14	38.5
EOG093707VN	ptg000007l	41.887	265	65	6	283	458	1906465	1905671	3.76e-53	191
EOG093707VN	ptg000007l	59.259	27	11	0	258	284	1906581	1906501	3.76e-53	39.7
EOG093707VN	ptg000007l	64.706	68	24	0	449	516	1905657	1905454	6.95e-21	99.4
# TBLASTN 2.5.0+
# Query: EOG093707VQ
# Database: /home/531734/mike/karyon_longread/VW4_HiFiasm_15_purge/busco_stats/tmp/assemblies_VW4_HiFiasm-asm-15-p_ctg_2192698867
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 32 hits found
EOG093707VQ	ptg000011l	29.775	178	96	4	85	233	5516980	5516447	2.56e-19	67.4
EOG093707VQ	ptg000011l	41.176	119	66	3	234	351	5516354	5516007	2.56e-19	49.7
EOG093707VQ	ptg000031l	36.406	217	79	7	1	158	9312627	9311977	3.47e-17	88.6
EOG093707VQ	ptg000031l	47.458	59	31	0	234	292	9311452	9311276	1.64e-13	50.1
EOG093707VQ	ptg000031l	51.515	66	25	1	177	235	9311735	9311538	1.64e-13	47.0
EOG093707VQ	ptg000062l	27.128	188	99	5	79	233	24991	24443	8.24e-16	58.2
EOG093707VQ	ptg000062l	39.474	76	45	1	234	308	24351	24124	8.24e-16	47.0
EOG093707VQ	ptg000062l	39.474	76	45	1	234	308	22596	22369	2.20e-04	47.0
EOG093707VQ	ptg000062l	39.474	76	45	1	234	308	20841	20614	2.20e-04	47.0
EOG093707VQ	ptg000019l	40.523	153	54	2	177	292	1604851	1604393	8.54e-14	77.4
EOG093707VQ	ptg000019l	62.745	51	18	1	1	50	1605745	1605593	8.54e-12	70.9
EOG093707VQ	ptg000019l	40.789	76	41	1	87	158	1605321	1605094	4.16e-05	49.3
EOG093707VQ	ptg000016l	30.601	183	99	5	79	233	1019645	1019097	1.52e-09	63.5
EOG093707VQ	ptg000041l	29.379	177	99	4	85	235	2181897	2182427	8.94e-09	61.2
EOG093707VQ	ptg000012l	38.144	97	47	2	79	162	4123701	4123991	1.95e-07	57.0
EOG093707VQ	ptg000012l	31.852	135	61	2	205	308	4124167	4124571	2.33e-07	56.6
EOG093707VQ	ptg000022l	40.230	87	39	2	89	162	154934	155194	4.02e-07	55.8
