# TBLASTN 2.5.0+
# Query: EOG093707RF
# Database: /home/531734/mike/karyon_longread/VW4_HiFiasm_15_purge/busco_stats/tmp/assemblies_23_Purge_Scaffold_purged_83476018
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 25 hits found
EOG093707RF	h2tg000049l_1	44.681	94	43	1	132	216	1263796	1263515	5.26e-18	90.9
EOG093707RF	h2tg000049l_1	44.681	94	43	1	132	216	1262439	1262720	5.26e-18	90.9
EOG093707RF	h2tg000006l_1	44.681	94	43	1	132	216	1183154	1182873	5.27e-18	90.9
EOG093707RF	h2tg000006l_1	55.556	63	11	1	441	486	1181031	1180843	1.31e-11	70.5
EOG093707RF	h2tg000006l_1	54.902	51	21	1	491	539	1180429	1180277	3.35e-11	69.3
EOG093707RF	h2tg000006l_1	34.839	155	54	6	293	400	1181914	1181450	1.91e-09	63.5
EOG093707RF	h1tg000024l_1	37.209	86	42	2	390	463	108357	108100	1.69e-11	46.6
EOG093707RF	h1tg000024l_1	30.588	85	39	3	462	526	108064	107810	1.69e-11	43.1
EOG093707RF	h1tg000024l_1	60.000	15	4	1	527	539	107763	107719	1.69e-11	20.0
EOG093707RF	h2tg000038l_1	37.209	86	42	2	390	463	2857737	2857994	1.75e-11	46.6
EOG093707RF	h2tg000038l_1	30.588	85	39	3	462	526	2858030	2858284	1.75e-11	43.1
EOG093707RF	h2tg000038l_1	60.000	15	4	1	527	539	2858331	2858375	1.75e-11	20.0
EOG093707RF	h2tg000060l_1	46.154	52	28	0	156	207	182416	182261	1.06e-07	57.8
EOG093707RF	h2tg000060l_1	35.897	78	36	1	452	515	178736	178503	1.06e-05	51.2
EOG093707RF	h2tg000005l_1	46.154	52	28	0	156	207	339962	339807	1.06e-07	57.8
EOG093707RF	h2tg000005l_1	35.897	78	36	1	452	515	336289	336056	1.02e-05	51.6
EOG093707RF	h2tg000052l_1	44.231	52	29	0	156	207	118471	118626	1.72e-07	57.4
EOG093707RF	h2tg000052l_1	35.897	78	36	1	452	515	123294	123527	2.23e-05	50.4
EOG093707RF	h1tg000059l_1	44.231	52	29	0	156	207	2547008	2547163	1.72e-07	57.4
EOG093707RF	h1tg000059l_1	35.897	78	36	1	452	515	2550836	2551069	2.23e-05	50.4
EOG093707RF	h1tg000059l_1	41.270	63	18	1	73	116	2546281	2546469	0.001	45.1
EOG093707RF	h2tg000024l_1	28.261	184	85	5	390	526	120590	120039	1.46e-06	53.5
EOG093707RF	h2tg000024l_1	60.000	15	4	1	527	539	119991	119947	1.46e-06	20.0
EOG093707RF	h1tg000027l_1	28.261	184	85	5	390	526	1174690	1175241	1.57e-06	53.5
EOG093707RF	h1tg000027l_1	60.000	15	4	1	527	539	1175289	1175333	1.57e-06	20.0
# TBLASTN 2.5.0+
# Query: EOG093707VN
# Database: /home/531734/mike/karyon_longread/VW4_HiFiasm_15_purge/busco_stats/tmp/assemblies_23_Purge_Scaffold_purged_83476018
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 16 hits found
EOG093707VN	h1tg000010l_1	75.862	58	14	0	459	516	2294826	2294999	8.22e-58	98.2
EOG093707VN	h1tg000010l_1	58.824	85	25	3	384	458	2294528	2294782	8.22e-58	95.1
EOG093707VN	h1tg000010l_1	45.783	83	39	1	312	388	2294230	2294478	8.22e-58	74.3
EOG093707VN	h1tg000010l_1	44.928	69	18	1	283	331	2293916	2294122	4.10e-14	60.8
EOG093707VN	h1tg000010l_1	59.259	27	11	0	258	284	2293800	2293880	4.10e-14	38.9
EOG093707VN	h2tg000037l_1	75.862	58	14	0	459	516	1248343	1248170	2.00e-57	98.2
EOG093707VN	h2tg000037l_1	58.824	85	25	3	384	458	1248641	1248387	2.00e-57	95.5
EOG093707VN	h2tg000037l_1	44.578	83	40	1	312	388	1248939	1248691	2.00e-57	72.4
EOG093707VN	h2tg000037l_1	44.928	69	18	1	283	331	1249193	1248987	4.52e-14	60.8
EOG093707VN	h2tg000037l_1	59.259	27	11	0	258	284	1249309	1249229	4.52e-14	38.5
EOG093707VN	h1tg000004l_1	41.887	265	65	6	283	458	2203856	2204650	4.74e-53	191
EOG093707VN	h1tg000004l_1	59.259	27	11	0	258	284	2203740	2203820	4.74e-53	39.7
EOG093707VN	h1tg000004l_1	66.176	68	23	0	449	516	2204664	2204867	1.19e-21	102
EOG093707VN	h2tg000020l_1	41.887	265	65	6	283	458	1344743	1343949	4.75e-53	191
EOG093707VN	h2tg000020l_1	59.259	27	11	0	258	284	1344859	1344779	4.75e-53	39.7
EOG093707VN	h2tg000020l_1	64.706	68	24	0	449	516	1343935	1343732	8.81e-21	99.4
# TBLASTN 2.5.0+
# Query: EOG093707VQ
# Database: /home/531734/mike/karyon_longread/VW4_HiFiasm_15_purge/busco_stats/tmp/assemblies_23_Purge_Scaffold_purged_83476018
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 43 hits found
EOG093707VQ	h2tg000058l_1	29.775	178	96	4	85	233	156714	157247	3.29e-19	67.4
EOG093707VQ	h2tg000058l_1	41.176	119	66	3	234	351	157340	157687	3.29e-19	49.7
EOG093707VQ	h1tg000039l_1	36.406	217	79	7	1	158	1037529	1038179	4.40e-17	88.6
EOG093707VQ	h1tg000039l_1	47.458	59	31	0	234	292	1038704	1038880	2.20e-13	50.1
EOG093707VQ	h1tg000039l_1	51.515	66	25	1	177	235	1038421	1038618	2.20e-13	47.0
EOG093707VQ	h1tg000059l_1	27.128	188	99	5	79	233	4005332	4005880	1.03e-15	58.2
EOG093707VQ	h1tg000059l_1	39.474	76	45	1	234	308	4005972	4006199	1.03e-15	47.0
EOG093707VQ	h1tg000059l_1	39.474	76	45	1	234	308	4007727	4007954	2.79e-04	47.0
EOG093707VQ	h1tg000059l_1	39.474	76	45	1	234	308	4009482	4009709	2.79e-04	47.0
EOG093707VQ	h2tg000052l_1	27.128	188	99	5	79	233	1305568	1306116	1.05e-15	58.2
EOG093707VQ	h2tg000052l_1	39.474	76	45	1	234	308	1306208	1306435	1.05e-15	47.0
EOG093707VQ	h2tg000052l_1	39.474	76	45	1	234	308	1307963	1308190	2.79e-04	47.0
EOG093707VQ	h2tg000052l_1	39.474	76	45	1	234	308	1309718	1309945	2.79e-04	47.0
EOG093707VQ	h2tg000013l_1	40.523	153	54	2	177	292	1655142	1654684	1.08e-13	77.4
EOG093707VQ	h2tg000013l_1	62.745	51	18	1	1	50	1656035	1655883	1.08e-11	70.9
EOG093707VQ	h2tg000013l_1	42.105	76	40	1	87	158	1655612	1655385	2.74e-05	50.1
EOG093707VQ	h1tg000026l_1	40.523	153	54	2	177	292	1448234	1447776	1.08e-13	77.4
EOG093707VQ	h1tg000026l_1	62.745	51	18	1	1	50	1449128	1448976	1.08e-11	70.9
EOG093707VQ	h1tg000026l_1	40.789	76	41	1	87	158	1448704	1448477	5.28e-05	49.3
EOG093707VQ	h2tg000063l_1	43.421	76	39	1	87	158	660451	660678	4.03e-13	51.2
EOG093707VQ	h2tg000063l_1	34.146	123	40	2	154	235	660749	661117	4.03e-13	45.1
EOG093707VQ	h2tg000063l_1	62.745	51	18	1	1	50	660027	660179	1.08e-11	70.9
EOG093707VQ	h2tg000063l_1	29.379	177	99	4	85	235	2087316	2086786	1.13e-08	61.2
EOG093707VQ	h2tg000063l_1	39.130	92	51	2	201	292	661120	661380	1.40e-05	51.2
EOG093707VQ	h2tg000063l_1	35.165	91	43	2	234	308	1945513	1945785	1.68e-05	41.2
EOG093707VQ	h2tg000063l_1	48.000	25	13	0	209	233	1945341	1945415	1.68e-05	28.9
EOG093707VQ	h1tg000012l_1	30.601	183	99	5	79	233	816524	815976	1.93e-09	63.5
EOG093707VQ	h2tg000075l_1	38.144	97	47	2	79	162	114263	113973	2.47e-07	57.0
EOG093707VQ	h2tg000075l_1	31.852	135	61	2	205	308	113797	113393	2.95e-07	56.6
EOG093707VQ	h2tg000009l_1	40.230	87	39	2	89	162	3163559	3163299	5.10e-07	55.8
EOG093707VQ	h2tg000009l_1	40.789	76	44	1	234	308	3162945	3162718	1.09e-04	48.1
EOG093707VQ	h2tg000122l_1	38.710	93	42	3	85	162	18708	18430	1.73e-06	53.9
EOG093707VQ	h2tg000017l_1	40.000	85	38	2	88	159	4710027	4709773	2.38e-06	53.5
EOG093707VQ	h2tg000017l_1	31.111	135	62	2	205	308	4709594	4709190	2.46e-05	50.4
EOG093707VQ	h2tg000050l_1	42.308	78	41	1	79	152	2161075	2161308	1.15e-05	51.6
EOG093707VQ	h1tg000079l_1	31.111	135	62	2	205	308	17054	16650	1.57e-05	50.8
EOG093707VQ	h1tg000079l_1	36.842	95	47	2	79	160	17520	17236	1.81e-05	50.8
EOG093707VQ	h2tg000018l_1	31.111	135	62	2	205	308	17054	16650	1.57e-05	50.8
EOG093707VQ	h2tg000018l_1	36.842	95	47	2	79	160	17520	17236	1.81e-05	50.8
EOG093707VQ	h2tg000078l_1	33.028	109	57	3	85	188	12351	12058	9.17e-05	48.5
EOG093707VQ	h1tg000037l_1	39.474	76	45	1	234	308	15434	15207	1.11e-04	48.1
EOG093707VQ	h2tg000067l_1	40.789	76	44	1	234	308	886039	886266	1.44e-04	47.8
EOG093707VQ	h2tg000025l_1	40.789	76	44	1	234	308	5691	5464	1.44e-04	47.8
# TBLASTN 2.5.0+
# Query: EOG0937084T
# Database: /home/531734/mike/karyon_longread/VW4_HiFiasm_15_purge/busco_stats/tmp/assemblies_23_Purge_Scaffold_purged_83476018
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2 hits found
EOG0937084T	h2tg000009l_1	36.709	79	35	1	205	268	3184381	3184145	3.84e-07	55.5
EOG0937084T	h2tg000058l_1	50.000	44	22	0	215	258	133508	133639	4.03e-05	48.9
# TBLASTN 2.5.0+
# Query: EOG0937085E
# Database: /home/531734/mike/karyon_longread/VW4_HiFiasm_15_purge/busco_stats/tmp/assemblies_23_Purge_Scaffold_purged_83476018
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 8 hits found
EOG0937085E	h2tg000053l_1	45.455	132	41	3	1	101	1583860	1584255	5.62e-21	98.2
EOG0937085E	h2tg000053l_1	50.704	71	35	0	198	268	1584919	1585131	2.48e-16	84.0
EOG0937085E	h2tg000053l_1	46.269	67	35	1	133	198	1584542	1584742	1.17e-14	65.5
EOG0937085E	h2tg000053l_1	70.000	20	6	0	115	134	1584441	1584500	1.17e-14	35.4
EOG0937085E	h2tg000053l_1	34.343	99	17	4	294	344	1585418	1585714	7.06e-04	44.7
EOG0937085E	h2tg000006l_1	51.948	77	33	1	29	101	2076006	2075776	2.16e-18	79.3
EOG0937085E	h2tg000006l_1	48.718	39	11	1	1	30	2076158	2076042	2.16e-18	34.3
EOG0937085E	h2tg000006l_1	32.161	199	72	7	133	268	2075477	2074881	1.61e-16	84.3
# TBLASTN 2.5.0+
# Query: EOG093708IM
# Database: /home/531734/mike/karyon_longread/VW4_HiFiasm_15_purge/busco_stats/tmp/assemblies_23_Purge_Scaffold_purged_83476018
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 16 hits found
EOG093708IM	h2tg000034l_1	72.414	29	8	0	186	214	2855889	2855803	1.74e-11	46.2
EOG093708IM	h2tg000034l_1	39.706	68	23	3	133	182	2856167	2855964	1.74e-11	43.9
EOG093708IM	h2tg000034l_1	34.259	108	24	2	260	320	2854790	2854467	2.93e-09	61.6
EOG093708IM	h2tg000034l_1	60.274	73	23	1	14	80	2857230	2857012	1.81e-07	55.8
EOG093708IM	h2tg000054l_1	68.750	32	10	0	183	214	2334592	2334687	1.16e-10	46.2
EOG093708IM	h2tg000054l_1	47.917	48	19	3	137	178	2334372	2334515	1.16e-10	40.8
EOG093708IM	h2tg000054l_1	60.526	38	15	0	283	320	2335910	2336023	5.77e-10	57.0
EOG093708IM	h2tg000054l_1	37.838	37	13	1	260	286	2335701	2335811	5.77e-10	27.7
EOG093708IM	h2tg000054l_1	59.722	72	23	1	14	79	2333271	2333486	3.79e-07	54.3
EOG093708IM	h2tg000054l_1	58.333	12	5	0	94	105	2333605	2333640	3.79e-07	20.8
EOG093708IM	h2tg000048l_1	72.414	29	8	0	186	214	220410	220324	1.97e-10	45.4
EOG093708IM	h2tg000048l_1	47.619	42	21	1	141	181	220613	220488	1.97e-10	40.8
EOG093708IM	h2tg000048l_1	32.456	114	24	2	260	320	219227	218886	1.01e-08	60.1
EOG093708IM	h2tg000048l_1	60.274	73	23	1	14	80	221666	221448	7.20e-08	56.6
EOG093708IM	h2tg000048l_1	58.333	12	5	0	94	105	221335	221300	7.20e-08	20.8
EOG093708IM	h2tg000048l_1	73.913	23	6	0	133	155	220943	220875	8.68e-04	44.3
# TBLASTN 2.5.0+
# Query: EOG093708OP
# Database: /home/531734/mike/karyon_longread/VW4_HiFiasm_15_purge/busco_stats/tmp/assemblies_23_Purge_Scaffold_purged_83476018
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 25 hits found
EOG093708OP	h1tg000086l_1	51.295	193	32	4	138	268	59362	58784	3.13e-53	163
EOG093708OP	h1tg000086l_1	34.359	195	18	7	269	357	58722	58150	3.13e-53	66.6
EOG093708OP	h1tg000086l_1	100.000	8	0	0	357	364	58040	58017	3.13e-53	20.8
EOG093708OP	h1tg000086l_1	74.286	70	9	2	11	71	60412	60203	7.11e-22	100
EOG093708OP	h1tg000086l_1	76.923	52	12	0	70	121	59879	59724	4.77e-09	56.2
EOG093708OP	h1tg000086l_1	50.000	18	9	0	121	138	59683	59630	4.77e-09	25.4
EOG093708OP	h2tg000036l_1	52.439	164	31	3	152	268	1761635	1761144	9.63e-42	146
EOG093708OP	h2tg000036l_1	69.231	26	4	1	269	290	1761082	1761005	9.63e-42	35.0
EOG093708OP	h2tg000036l_1	92.857	14	1	0	138	151	1761723	1761682	9.63e-42	30.8
EOG093708OP	h2tg000036l_1	74.286	70	9	2	11	71	1762772	1762563	7.12e-22	100
EOG093708OP	h2tg000036l_1	60.274	73	22	2	56	121	1762303	1762085	3.72e-09	56.6
EOG093708OP	h2tg000036l_1	50.000	18	9	0	121	138	1762044	1761991	3.72e-09	25.4
EOG093708OP	h2tg000036l_1	39.516	124	14	5	291	357	1760877	1760518	8.96e-09	57.8
EOG093708OP	h2tg000036l_1	100.000	8	0	0	357	364	1760408	1760385	8.96e-09	22.7
EOG093708OP	h1tg000009l_1	68.966	87	12	2	196	267	5021392	5021652	3.49e-29	114
EOG093708OP	h1tg000009l_1	69.231	26	4	1	269	290	5021712	5021789	3.49e-29	35.0
EOG093708OP	h1tg000009l_1	72.000	75	9	3	8	70	5020056	5020280	4.82e-23	99.4
EOG093708OP	h1tg000009l_1	84.615	13	2	0	1	13	5019923	5019961	4.82e-23	29.6
EOG093708OP	h1tg000009l_1	73.810	42	7	2	320	357	5022392	5022517	4.84e-11	58.2
EOG093708OP	h1tg000009l_1	30.233	43	25	1	281	323	5022178	5022291	4.84e-11	28.5
EOG093708OP	h1tg000009l_1	100.000	8	0	0	357	364	5022627	5022650	4.84e-11	20.8
EOG093708OP	h1tg000009l_1	92.593	27	2	0	152	178	5021171	5021251	2.31e-10	55.1
EOG093708OP	h1tg000009l_1	92.857	14	1	0	138	151	5021086	5021127	2.31e-10	30.8
EOG093708OP	h1tg000009l_1	80.392	51	10	0	70	120	5020634	5020786	3.35e-10	60.1
EOG093708OP	h1tg000009l_1	50.000	18	9	0	121	138	5020831	5020884	3.35e-10	25.4
# TBLASTN 2.5.0+
# Query: EOG093708TP
# Database: /home/531734/mike/karyon_longread/VW4_HiFiasm_15_purge/busco_stats/tmp/assemblies_23_Purge_Scaffold_purged_83476018
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 10 hits found
EOG093708TP	h2tg000018l_1	45.614	57	15	2	31	71	2464347	2464177	5.45e-10	46.2
EOG093708TP	h2tg000018l_1	62.963	27	10	0	13	39	2464468	2464388	5.45e-10	38.9
EOG093708TP	h2tg000018l_1	71.429	49	14	0	273	321	2462327	2462181	1.43e-04	47.0
EOG093708TP	h2tg000018l_1	32.432	185	23	4	247	329	2462582	2462028	4.14e-04	45.4
EOG093708TP	h1tg000009l_1	45.614	57	15	2	31	71	1738493	1738323	5.89e-10	45.8
EOG093708TP	h1tg000009l_1	62.963	27	10	0	13	39	1738614	1738534	5.89e-10	38.9
EOG093708TP	h1tg000009l_1	71.429	49	14	0	273	321	1736417	1736271	1.86e-04	46.6
EOG093708TP	h2tg000017l_1	46.552	58	15	2	30	71	3170953	3170780	9.71e-06	50.4
EOG093708TP	h2tg000017l_1	71.429	49	14	0	273	321	3168926	3168780	1.01e-05	47.0
EOG093708TP	h2tg000017l_1	69.231	13	4	0	317	329	3168664	3168626	1.01e-05	23.1
# TBLASTN 2.5.0+
# Query: EOG0937091Y
# Database: /home/531734/mike/karyon_longread/VW4_HiFiasm_15_purge/busco_stats/tmp/assemblies_23_Purge_Scaffold_purged_83476018
# Fields: query acc., subject acc., % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 26 hits found
EOG0937091Y	h2tg000024l_1	38.768	276	47	8	370	523	2755289	2754462	4.58e-39	155
EOG0937091Y	h2tg000024l_1	53.247	77	32	2	181	253	2756557	2756327	8.94e-27	86.7
EOG0937091Y	h2tg000024l_1	45.000	80	15	3	253	303	2756208	2755969	8.94e-27	55.5
EOG0937091Y	h2tg000024l_1	52.174	92	43	1	6	96	2758017	2757742	2.90e-11	69.3
